wavelength_nm,strength
254.52196300,5.30000000e+08
254.54415400,1.50000000e+08
254.57415900,1.96000000e+08
254.57520000,1.35000000e+07
254.59781800,5.01200000e+08
254.64415800,2.75800000e+09
254.66698600,6.40000000e+08
254.67980100,2.16000000e+08
254.73381200,1.84000000e+08
254.83249300,1.62000000e+08
254.85890100,2.70000000e+08
254.87439400,4.80000000e+08
254.89225100,6.00000000e+08
254.89734000,1.50000000e+08
254.90830600,1.51200000e+09
254.93944400,6.60000000e+08
254.94613700,6.72000000e+08
254.96129900,2.07900000e+08
254.96574100,2.29200000e+09
254.97742300,1.38000000e+08
255.00271100,1.74000000e+09
255.01512000,3.90000000e+08
255.06828500,1.28400000e+09
255.12040300,2.00000000e+08
255.12227000,2.43000000e+09
255.29530000,1.75000000e+07
255.50671900,1.56800000e+08
255.54529300,1.50000000e+08
255.66783500,3.20000000e+08
255.75056600,1.20000000e+08
255.88229000,2.56000000e+08
255.97713000,1.92000000e+08
255.99251000,2.00000000e+08
256.02821200,7.08000000e+08
256.20916100,3.20000000e+08
256.25353300,1.07400000e+09
256.34752300,6.04000000e+08
256.38432800,8.40000000e+07
256.62196100,2.61000000e+09
256.64013100,1.37400000e+09
256.65085200,4.34000000e+08
256.66242300,8.52000000e+07
256.67700100,3.20000000e+08
256.69122900,2.20000000e+08
256.76308500,6.54000000e+08
256.83621300,2.20000000e+08
256.84096900,1.92000000e+08
256.97795500,4.44000000e+08
257.08489200,1.10400000e+09
257.08790500,8.80000000e+07
257.11723600,3.52000000e+08
257.14559100,1.68000000e+08
257.20883700,3.06000000e+08
257.29676200,6.32000000e+07
257.32115500,1.40000000e+08
257.43658900,9.60000000e+08
257.48450000,3.69000000e+07
257.66900400,1.24300000e+08
257.68636800,1.58400000e+09
257.79217200,2.40000000e+08
257.82102300,9.28000000e+08
257.89849400,1.98000000e+08
257.91159600,1.26000000e+09
258.17783400,2.40000000e+08
258.23870000,4.29000000e+07
258.24134200,1.76000000e+08
258.25829900,3.52000000e+08
258.37370000,9.50000000e+06
258.40420000,2.59000000e+07
258.45357600,4.09500000e+08
258.56195600,3.10000000e+08
258.58755300,7.15200000e+08
258.79491200,1.69000000e+09
259.15425400,3.42000000e+08
259.27840900,4.38400000e+09
259.37275300,6.52000000e+07
259.46458900,1.16400000e+09
259.49650800,8.00000000e+07
259.56240000,5.20000000e+07
259.74484300,1.42000000e+08
259.83688400,8.58000000e+08
259.93951100,2.35000000e+09
259.94711300,1.98000000e+08
259.95664200,1.32300000e+08
260.15442000,2.56000000e+08
260.40552800,1.20000000e+08
260.50375700,1.87200000e+09
260.53102300,7.96000000e+08
260.54248600,2.04000000e+08
260.59043700,2.60000000e+08
260.65159000,1.38600000e+09
260.68263200,2.67300000e+08
260.70869100,6.92000000e+08
260.75286800,6.32000000e+08
260.81160000,4.73000000e+07
260.86910000,8.80000000e+07
260.90372700,1.96000000e+08
260.91254600,2.80000000e+08
260.92201000,3.22000000e+08
260.98656500,1.04000000e+08
261.10725600,4.38000000e+07
261.18733500,9.60000000e+08
261.38239900,4.24000000e+08
261.71330000,9.90000000e+06
261.71560000,1.21000000e+08
261.76170200,2.92800000e+08
261.79120000,9.10000000e+06
261.80180400,1.05000000e+08
261.90738800,2.50000000e+08
261.98480100,1.68000000e+08
262.01715200,6.60000000e+07
262.02417000,3.20000000e+08
262.06949300,2.72000000e+08
262.16687600,1.12000000e+08
262.31299700,1.26000000e+08
262.35336000,1.91700000e+08
262.37007200,1.80000000e+08
262.37250400,1.14000000e+08
262.41133400,3.50000000e+08
262.52600000,2.07000000e+07
262.54890600,3.57000000e+09
262.56668300,3.52000000e+08
262.65004200,2.10000000e+08
262.82929200,3.49600000e+08
262.95883200,5.76000000e+08
263.00711400,3.06000000e+08
263.10096500,6.70000000e+08
263.10467200,4.89600000e+08
263.13228500,5.03200000e+08
263.16082300,7.92000000e+08
263.22373600,6.05000000e+07
263.32030100,4.84000000e+08
263.58089700,1.47700000e+08
263.74972300,3.72000000e+08
263.76434900,2.64000000e+08
263.95640100,1.60000000e+08
264.16416100,5.34000000e+08
264.20121300,1.38000000e+08
264.39983900,1.17000000e+08
264.46273700,2.94000000e+08
264.51969000,3.12000000e+08
264.53338000,4.86000000e+08
264.54140000,4.40000000e+07
264.60967700,1.64000000e+08
264.67650000,7.70000000e+06
264.86900000,1.52000000e+08
264.94695100,1.58400000e+09
265.04811000,1.28000000e+09
265.16898900,1.02000000e+08
